name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
Kepler-424 c,Confirmed,6.97,0.62,0.62,6.97,0.62,0.62,,,,223.3,2.1,2.1,0.73,0.07,0.07,,,,,,,,2014,2021-02-05,,,,2455403.4,2.0,2.0,2455403.4,2.0,2.0,,,,,,,,,,,,,,,,246.0,17.0,17.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"2MASS J19542997+4834388 c, KIC 11046458 c, KOI-214 c, WISE J195429.98+483439.0 c",,Kepler-424,298.62489,48.577454,14.497,,12.905,12.6,,712.87,10.31,10.31,0.44,0.14,0.14,1.01,0.054,0.054,0.94,0.056,0.056,,,,,5460.0,81.0,81.0,,,"2MASS J19542997+4834388, KIC 11046458, KOI-214, WISE J195429.98+483439.0"
Kepler-432 c,Confirmed,2.43,0.24,0.24,2.43,0.24,0.24,,,,406.2,2.5,2.5,1.188,0.06,0.06,0.498,0.059,0.059,,,,,2015,2021-02-05,60.8,11.2,11.2,2456134.9,3.0,3.0,,,,,,,,,,,,,,,,,,,62.1,5.8,5.8,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"KOI-1299 c, 2MASS J19330772+4817092 c, KIC 10864656 c, WISE J193307.73+481709.3 c",,Kepler-432,293.282206,48.2859,13.0,,10.684,10.221,,870.0,20.0,20.0,-0.07,0.1,0.1,1.32,0.07,0.07,4.06,0.08,0.08,K2III,4.2,-1.0,-1.0,4995.0,78.0,78.0,,,"2MASS J19330772+4817092, KIC 10864656, KOI-1299, WISE J193307.73+481709.3"
Kepler-454 c,Confirmed,4.46,0.12,0.12,4.46,0.12,0.12,,,,523.9,0.7,0.7,1.286,0.0166,0.0166,0.0214,0.0077,0.0077,,,,,2015,2021-02-05,337.4,17.4,17.4,2454892.0,26.0,26.0,,,,,,,,,,,,,,,,,,,110.44,0.96,0.96,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"2MASS J19095484+3813438 c, KIC 3102384 c, KOI-273 c, Kepler-454 A c, WISE J190954.86+381344.5 c",,Kepler-454,287.478529,38.228866,11.57,,10.357,10.021,,232.41,1.32,1.32,0.27,0.08,0.08,0.85,0.22,0.22,1.05,0.07,0.07,,5.25,1.4,1.4,5701.0,34.0,34.0,,,"2MASS J19095484+3813438, KIC 3102384, KOI-273, Kepler-454 A, WISE J190954.86+381344.5"
Kepler-48 e,Confirmed,2.067,0.079,0.079,2.067,0.079,0.079,,,,982.0,8.0,8.0,,,,,,,,,,,2014,2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,45.83,0.8,0.8,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,"2MASS J19563341+4056564 e, K00148.10, KIC 5735762 e, KOI-148 e, KOI-148.10, WISE J195633.41+405656.1  e",,Kepler-48,299.139212,40.94902,13.04,12.761,11.702,11.292,11.221,309.47,1.83,1.83,0.17,0.07,0.07,0.88,0.06,0.06,0.89,0.05,0.05,,3.14,,,5194.0,73.0,73.0,,,"KIC 573576, KOI-148, 2MASS J19563341+4056564, KIC 5735762, WISE J195633.41+405656.1"
Kepler-56 d,Confirmed,5.61,0.38,0.38,5.61,0.38,0.38,,,,1002.0,5.0,5.0,2.16,0.08,0.08,0.2,0.01,0.01,,,,,2016,2021-02-05,-15.0,5.7,5.7,,,,,,,2456450.0,7.0,7.0,,,,,,,,,,,,,95.21,1.84,1.84,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,"2MASS J19350200+4152187 d, KIC 6448890 d, KOI-1241 d, WISE J193501.99+415218.5 d",,Kepler-56,293.758347,41.871869,13.0,,10.813,10.33,,936.96,24.59,24.59,0.2,0.16,0.16,1.32,0.13,0.13,4.23,0.15,0.15,,3.5,1.3,1.3,4840.0,97.0,97.0,,,"2MASS J19350200+4152187, KIC 6448890, KOI-1241, WISE J193501.99+415218.5"
Kepler-65 e,Confirmed,0.82,0.16,0.16,0.653,0.055,0.055,,,,258.8,1.3,1.3,,,,0.283,0.071,0.071,127.0,25.0,25.0,,2019,2021-02-05,350.0,110.0,110.0,,,,2455945.4,8.2,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"2MASS J19144528+4109042 e, KIC 5866724 e, KOI-85 e, TYC 3125-976-1 e, WISE J191445.29+410904.0 e",,Kepler-65,288.6887,41.151173,11.018,10.882,10.066,9.852,9.806,306.39,2.71,2.71,0.17,0.06,0.06,1.25,0.06,0.06,1.41,0.03,0.03,B,2.9,-0.7,-0.7,6211.0,66.0,66.0,,,"KOI 85, KIC 5866724, 2MASS J19144528+4109042, KOI-85, TYC 3125-976-1, WISE J191445.29+410904.0"
Kepler-68 d,Confirmed,0.77,0.03,0.03,0.77,0.03,0.03,,,,634.6,3.7,3.7,1.4,0.03,0.03,0.112,0.034,0.034,,,,,2013,2021-02-05,-64.74,25.78,25.78,,,,2455878.0,11.0,11.0,,,,,,,,,,,,,,,,17.75,0.49,0.49,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,"2MASS J19240775+4902249 d, K00246.20, KIC 11295426 d, KOI-246 d, KOI-246.20, Kepler-68 A d, TYC 3551-189-1 d, WISE J192407.75+490224.8  d",,Kepler-68,291.032305,49.040272,,,8.975,8.662,,144.77,0.44,0.44,0.12,0.074,0.074,1.08,0.05,0.05,1.24,0.02,0.02,,6.3,1.7,1.7,5793.0,74.0,74.0,,,"2MASS J19240775+4902249, KIC 11295426, KOI-246, Kepler-68 A, TYC 3551-189-1, WISE J192407.75+490224.8"
Kepler-88 d,Confirmed,3.05,0.16,0.16,3.05,0.16,0.16,,,,1403.0,14.0,14.0,2.464,0.035,0.035,0.41,0.03,0.03,89.0,,,,2020,2021-02-05,2.5,,,2456235.0,19.0,19.0,,,,,,,,,,,,,,,,,,,63.5,3.5,3.5,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,,"2MASS J19243554+4040098 d, KIC 5446285 d, KOI-142 d, TIC 122712595 d, WISE J192435.54+404009.8 d",,KOI-142,291.148088,40.669407,13.5,,11.882,11.517,11.454,339.0,23.0,23.0,0.27,0.06,0.06,0.99,0.02,0.02,0.9,0.02,0.02,G6 V,2.45,0.77,0.77,5466.0,60.0,60.0,,,"KOI-142, 2MASS J19243554+4040098, KIC 5446285, Kepler-88, TIC 122712595, WISE J192435.54+404009.8"
Kepler-93 c,Confirmed,8.5,0.0,0.0,,,,,,,3650.0,,,4.5,,,,,,,,,,2014,2022-12-10,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,"2MASS J19254039+3840204 c, K00069.10, KIC 3544595 c, KOI-69 c, KOI-69.10, WISE J192540.36+384020.4  c",,Kepler-93,291.418281,38.672354,,,8.771,8.446,,96.18,0.22,0.22,-0.18,0.1,0.1,1.09,0.14,0.14,0.98,0.04,0.04,,6.6,0.9,0.9,5669.0,75.0,75.0,,,"2MASS J19254039+3840204, KIC 3544595, KOI-69, WISE J192540.36+384020.4"
Kepler-94 c,Confirmed,9.836,0.629,0.629,9.836,0.629,0.629,,,,820.3,3.0,3.0,,,,,,,,,,,2014,2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,262.7,13.9,13.9,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,"2MASS J18444674+4729496 c, K00104.10, KIC 10318874 c, KOI-104 c, KOI-104.10, WISE J184446.73+472950.0  c",,Kepler-94,281.194747,47.497148,12.895,12.501,11.181,10.681,10.594,192.97,0.82,0.82,0.34,0.07,0.07,0.81,0.06,0.06,0.76,0.03,0.03,M0 V,1.41,,,4781.0,98.0,98.0,,,"KOI-104, KIC 10318874, 2MASS J18444674+4729496, WISE J184446.73+472950.0"
Kepler-97 c,Confirmed,1.08,,,,,,,,,789.0,,,,,,,,,,,,,2014,2021-02-05,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,"2MASS J19091838+4840243 c, K00292.10, KIC 11075737 c, KOI-292 c, KOI-292.10, WISE J190918.37+484024.1  c",,Kepler-97,287.326624,48.673431,,,11.744,11.408,11.3,405.58,3.58,3.58,-0.2,0.07,0.07,0.94,0.06,0.06,0.98,0.09,0.09,G0V,8.42,,,5779.0,74.0,74.0,,,"KOI-292, 2MASS J19091838+4840243, KIC 11075737, WISE J190918.37+484024.1"
KIC 3526061 b,Confirmed,18.15,0.44,0.44,18.15,0.44,0.44,,,,3552.0,138.0,138.0,5.15,0.16,0.16,0.85,0.01,0.01,,,,,2022,2022-09-23,75.7,1.3,1.3,2458701.7,2.2,2.2,,,,,,,,,,,,,,,,,,,355.7,5.0,5.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,KIC 3526061,288.98672,38.697254,10.4,,,,,399.0,2.0,2.0,0.12,0.13,0.13,,,,,,,,,,,4829.0,102.0,102.0,,,
ksi Aql b,Confirmed,2.02,0.2,0.2,2.02,0.2,0.2,,,,136.75,0.25,0.25,0.58,0.03,0.03,0.0,,,,,,0.010845,2008,2016-02-01,,,,2453001.7,1.4,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,ksi Aql,298.5625,8.4613889,4.72,,2.85,2.37,2.17,62.7,3.9,3.9,-0.205,0.039,0.039,2.2,,,12.0,,,G9IIIb,,,,4780.0,30.0,30.0,,,"Libertas, 59 Aql, HD 188310"
L 363-38 b,Confirmed,4.67,0.43,0.43,4.67,0.43,0.43,,,,8.781,0.007,0.007,0.048,0.006,0.006,0.01,,,,,,,2023,2023-02-06,,,,,,,,,,,,,,,,,,,,,,,,,4.12,0.33,0.33,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,L 363-38,10.855,-41.295,11.5,,,,,10.232,0.008,0.008,,,,0.21,0.014,0.014,0.274,,,,8.07,4.12,4.12,3129.0,,,,,GJ 3049
L 98-59 e,Confirmed,0.00963,0.00116,0.00116,0.00963,0.00116,0.00116,,,,12.796,0.02,0.02,0.0717,0.0048,0.0048,0.128,0.076,0.076,,,,,2021,2021-08-06,165.0,29.0,29.0,2458439.4,0.37,0.37,,,,,,,,,,,,,,,,,,,2.0,0.2,0.2,432.0,18.0,18.0,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,TOI-175 e,,L 98-59,122.533333336,-68.313055572,11.7,,,,,10.623,0.03,0.03,-0.5,0.5,0.5,0.32,0.03,0.03,0.291,0.025,0.025,,,,,3500.0,150.0,150.0,,,TOI-175
Lalande 21185 b,Confirmed,0.00846,0.00079,0.00079,0.00846,0.00079,0.00079,,,,12.94,0.0014,0.0014,0.0788,0.00056,0.00056,0.063,0.043,0.043,,,,,2017,2022-11-19,330.0,120.0,120.0,2458622.23,0.048,0.048,,,,,,,,,,,,,,,,,,,1.38,0.093,0.093,370.1,6.8,6.8,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"Gl 411 b, GJ 411 b, HD 95735",,Lalande 21185,165.83333334,35.970000022,,,,,,2.55,0.005,0.005,,,,0.46,,,0.393,,,M1.5V,,,,3828.0,,,,,Gl 411
Lalande 21185 c,Confirmed,13.6,2.4,2.4,13.6,2.4,2.4,,,,2946.0,180.0,180.0,2.94,0.14,0.14,0.13,0.09,0.09,,,,,2021,2023-01-10,63.0,189.0,189.0,,,,2457440.0,150.0,150.0,,,,,,,,,,,,,,,,1.16,0.2,0.2,,,,,,,,,,Submitted to a professional journal,Radial Velocity,Radial Velocity,,"HD 95735 c, GJ 411 c",,Lalande 21185,165.83333334,35.970000022,,,,,,2.55,0.005,0.005,,,,0.46,,,0.393,,,M1.5V,,,,3828.0,,,,,Gl 411
LHS 1610 b,Confirmed,52.0,4.0,4.0,44.8,3.2,3.2,,,,10.5918,0.0028,0.0028,0.0563,0.002,0.002,0.3694,0.0009,0.0009,,,,,2018,2022-07-26,89.62,0.23,0.23,2457781.739,0.011,0.011,,,,,,,,,,,,,,,,,,,12527.0,170.0,170.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Astrometry,,,,LHS 1610,58.175000014,17.017777779,14.0,,,,,9.9,0.1,0.1,,,,0.17,0.02,0.02,,,,M4.0v,,,,,,,,,
LHS-3154 b,Confirmed,13.15,0.84,0.84,13.15,0.84,0.84,,,,3.71776,0.0008,0.0008,0.0226,0.0002,0.0002,0.076,0.047,0.047,,,,,2023,2023-03-25,82.0,47.0,47.0,2458874.02,0.57,0.57,,,,,,,,,,,,,,,,,,,23.4,1.5,1.5,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,LHS-3154,241.637500011,40.906944468,17.5,,,,,15.7531,0.0084,0.0084,0.0,,,0.112,0.003,0.003,0.14,0.004,0.004,M6.5,5.0,2.0,2.0,2861.0,77.0,77.0,,,
LSPM J2116+0234 b,Confirmed,0.042,0.003,0.003,0.042,0.003,0.003,,,,14.446,0.008,0.008,0.0876,0.002,0.002,,,,,,,,2019,2019-05-23,,,,2457572.9,1.0,1.0,,,,,,,,,,,,,,,,,,,6.24,0.4,0.4,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,LSPM J2116+0234,319.112500009,2.580833356,11.0,,,,,17.64,0.02,0.02,-0.05,0.16,0.16,0.43,0.031,0.031,0.431,0.015,0.015,M3.0V,,,,3475.0,51.0,51.0,,,
LTT 1445A d,Confirmed,0.00856,0.000236,0.000236,0.00856,0.000236,0.000236,,,,24.29,0.05,0.05,0.09,0.02,0.02,0.26,0.14,0.14,,,,,2022,2022-10-22,50.0,34.0,34.0,,,,,,,,,,,,,,,,,,,,,,1.6,0.37,0.37,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,LTT 1445A,45.462500017,-16.593333353,,,,,,6.9,,,-0.34,0.09,0.09,0.256,0.014,0.014,0.27,0.012,0.012,M,,,,3340.0,159.0,159.0,,,
MARVELS-10 b,Confirmed,14.8,2.2,2.2,14.8,2.2,2.2,,,,217.3,1.1,1.1,0.71,0.02,0.02,0.53,0.15,0.15,,,,,2017,2019-02-15,0.1,27.3,27.3,,,,,,,,,,,,,,,,,,,24505598.2,4.0,4.0,574.0,128.0,128.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,TYC 4955-369-1,190.660883395,-7.21593186782,10.2,,,,,210.24,1.99,1.99,-0.43,0.09,0.09,1.03,0.09,0.09,0.9,0.0,0.0,,,,,6190.0,143.0,143.0,,,"2MASS J12423861-0712572, BD-06 3628"
MARVELS-11 b,Confirmed,52.1,0.6,0.6,52.1,0.6,0.6,,,,11.6121,0.0003,0.0003,0.1,0.003,0.003,0.0,0.002,0.002,,,,,2017,2019-02-15,66.2,44.4,44.4,,,,,,,,,,,,,,,,,,,2455581.0,1.6,1.6,4551.0,12.0,12.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 114623,197.874933099,15.721938697,9.9,,,,,128.69,0.589,0.589,-0.34,0.09,0.09,0.99,0.08,0.08,0.83,0.24,0.24,,,,,5980.0,140.0,140.0,,,"TYC 1451-1054-1, 2MASS J13112997+1543190"
MARVELS-12 b,Confirmed,32.8,1.1,1.1,32.8,1.1,1.1,,,,252.5,0.1,0.1,0.85,0.03,0.03,0.6,0.01,0.01,,,,,2017,2019-02-15,326.8,2.7,2.7,,,,,,,,,,,,,,,,,,,2454926.9,,,1093.0,35.0,35.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,TYC 3469-492-1,203.399822568,52.437051551,11.3,,,,,477.01,6.13,6.13,0.36,0.06,0.06,1.29,0.12,0.12,2.39,0.46,0.46,,,,,5285.0,82.0,82.0,,,2MASS J13333594+5226134
MARVELS-13 b,Confirmed,41.8,2.9,2.9,41.8,2.9,2.9,,,,147.6,0.3,0.3,0.54,0.02,0.02,0.5,0.04,0.04,,,,,2017,2019-02-15,196.7,2.7,2.7,,,,,,,,,,,,,,,,,,,2455007.4,0.9,0.9,1868.0,167.0,167.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,GSC 03467-00030,206.335643859,48.4446220121,12.2,,,,,212.63,3.67,3.67,-0.17,0.08,0.08,0.96,0.09,0.09,1.03,0.3,0.3,,,,,5525.0,71.0,71.0,,,2MASS J13452055+4826405
MARVELS-16 b,Confirmed,42.7,0.7,0.7,42.7,0.7,0.7,,,,31.656,0.007,0.007,0.2,0.006,0.006,0.69,0.006,0.006,,,,,2017,2019-02-15,308.7,0.9,0.9,,,,,,,,,,,,,,,,,,,2454945.2,0.1,0.1,3552.0,42.0,42.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,TYC 3130-160-1,280.783010377,43.1276163893,11.0,,,,,115.66,0.311,0.311,0.33,0.06,0.06,1.06,0.1,0.1,1.28,0.33,0.33,,,,,5315.0,44.0,44.0,,,2MASS J18430791+4307392
MARVELS-17 b,Confirmed,13.1,1.6,1.6,13.1,1.6,1.6,,,,103.4,0.9,0.9,0.45,0.01,0.01,0.24,0.08,0.08,,,,,2017,2019-02-15,316.0,21.2,21.2,,,,,,,,,,,,,,,,,,,2454994.9,6.2,6.2,537.0,64.0,64.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,TYC 3547-1007-1,292.192489281,48.0421205685,10.5,,,,,186.4,1.21,1.21,0.06,0.11,0.11,1.12,0.1,0.1,0.91,0.3,0.3,G1V,,,,6090.0,190.0,190.0,,,2MASS J19284619+4802316
MARVELS-18 b,Confirmed,24.4,2.4,2.4,24.4,2.4,2.4,,,,117.6,1.1,1.1,0.51,0.02,0.02,0.46,0.09,0.09,,,,,2017,2019-02-19,176.2,10.8,10.8,,,,,,,,,,,,,,,,,,,2455025.1,3.1,3.1,968.0,83.0,83.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,TYC 3556-3602-1,294.666389153,46.5778266021,10.6,,,,,434.91,76.44,76.44,0.11,0.09,0.09,1.25,0.14,0.14,1.23,0.48,0.48,,,,,6295.0,200.0,200.0,,,2MASS J19383993+4634401
MARVELS-19 b,Confirmed,17.3,2.4,2.4,17.3,2.4,2.4,,,,122.2,1.7,1.7,0.52,0.03,0.03,0.53,0.1,0.1,,,,,2017,2019-02-19,218.2,12.4,12.4,,,,,,,,,,,,,,,,,,,2454903.0,2.8,2.8,683.0,82.0,82.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,BD+42 3438,296.151752766,43.3566811839,9.5,,,,,484.57,6.47,6.47,0.09,0.14,0.14,1.33,0.18,0.18,1.63,0.62,0.62,,,,,6270.0,271.0,271.0,,,"2MASS J19443642+4321240, TYC 3148-2071-1"
MARVELS-8 b,Confirmed,37.7,0.4,0.4,37.7,0.4,0.4,,,,36.045,0.005,0.005,0.215,0.006,0.006,0.101,0.004,0.004,,,,,2017,2019-02-15,146.8,2.6,2.6,,,,,,,,,,,,,,,,,,,2454864.3,0.3,0.3,2241.0,8.0,8.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,TYC 123-549-1,85.8280931277,5.22067777579,10.3,,,,,111.49,0.587,0.587,0.2,0.07,0.07,1.02,0.08,0.08,0.95,0.27,0.27,,,,,5540.0,39.0,39.0,,,2MASS J05431875+0513144
mu Ara b,Confirmed,1.676,,,1.676,,,,,,643.25,0.9,0.9,1.5,0.02,0.02,0.128,0.017,0.017,,,,0.098039,2000,2015-05-05,22.0,7.0,7.0,2452365.6,12.6,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 160691 b,,mu Ara,266.0333333,-51.8338889,5.15,,,,,15.3,,,0.28,0.04,0.04,1.08,0.05,0.05,1.245,0.255,0.255,G3 IV-V,6.41,,,5700.0,100.0,100.0,,,
mu Ara c,Confirmed,0.03321,,,0.03321,,,,,,9.6386,0.0015,0.0015,0.09094,,,0.172,0.04,0.04,,,,0.005944,2004,2015-05-05,212.7,13.3,13.3,2452991.1,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 160691 c,,mu Ara,266.0333333,-51.8338889,5.15,,,,,15.3,,,0.28,0.04,0.04,1.08,0.05,0.05,1.245,0.255,0.255,G3 IV-V,6.41,,,5700.0,100.0,100.0,,,
mu Ara d,Confirmed,0.5219,,,0.5219,,,,,,310.55,0.83,0.83,0.921,,,0.0666,0.0122,0.0122,,,,0.060196,2004,2015-05-05,189.6,9.4,9.4,2452708.7,8.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 160691 d,,mu Ara,266.0333333,-51.8338889,5.15,,,,,15.3,,,0.28,0.04,0.04,1.08,0.05,0.05,1.245,0.255,0.255,G3 IV-V,6.41,,,5700.0,100.0,100.0,,,
mu Ara e,Confirmed,1.814,,,1.814,,,,,,4205.8,758.9,758.9,5.235,,,0.0985,0.0627,0.0627,,,,0.342157,2006,2015-05-05,57.6,43.7,43.7,2452955.2,521.8,521.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,HD 160691 e,,mu Ara,266.0333333,-51.8338889,5.15,,,,,15.3,,,0.28,0.04,0.04,1.08,0.05,0.05,1.245,0.255,0.255,G3 IV-V,6.41,,,5700.0,100.0,100.0,,,
mu Leo b,Confirmed,2.4,0.4,0.4,2.4,0.4,0.4,,,,357.8,1.2,1.2,1.1,0.1,0.1,0.09,0.08,0.08,,,,,2014,2014-05-12,227.1,16.0,16.0,2452921.0,17.3,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,mu Leo,148.191666682,26.00694445,3.88,,,,,38.05,0.23,0.23,0.3,0.04,0.04,1.5,0.1,0.1,11.4,0.2,0.2,K2III,3.35,0.7,0.7,4538.2,27.5,27.5,,,
NGC 2423 3 b,Confirmed,10.6,,,10.6,,,,,,714.3,5.3,5.3,2.1,,,0.21,0.07,0.07,,,,0.002742,2007,2007-11-26,18.0,10.0,10.0,53213.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,NGC 2423 3,114.2875,-13.9066667,9.45,,,,,766.0,,,0.14,0.09,0.09,2.4,0.2,0.2,,,,,0.75,,,,,,,,
NGC 4349 127 b,Confirmed,19.8,,,19.8,,,,,,677.8,6.2,6.2,2.38,,,0.19,0.07,0.07,,,,0.001094,2007,2018-12-19,61.0,19.0,19.0,54114.0,34.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,NGC 4349 127,186.0333333,-61.8716667,7.4,,,,,2176.0,,,,,,3.9,0.3,0.3,,,,,0.21,,,,,,,,
NLTT 25473 b,Confirmed,15.0,5.0,5.0,,,,,,,1.48,,,,,,,,,,,,,2001,2018-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,"2MASS J10501081-1404365 b, 1RXS J105010.3-140431 b, LP 731-60 b",,NLTT 25473,162.545014037,-14.0768777041,16.76,,16.74,,15.74,109.38,1.321,1.321,,,,,,,,,,DA,,,,18500.0,5500.0,5500.0,,,"2MASS J10501081-1404365, 1RXS J105010.3-140431, LP 731-60"
NLTT 5306 b,Confirmed,56.0,3.0,3.0,,,,,,,0.07,0.0003,0.0003,0.00263,2e-05,2e-05,,,,,,,,2013,2022-10-30,,,,,,,,,,,,,,,,,,,,,,2453740.1408,0.0005,0.0005,48900.0,1800.0,1800.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,"LSPM J0135+1445 b, WD 0132+145 b",,NLTT 5306,23.8873968167,14.7655276813,,,16.24,15.86,15.56,77.9678,0.545,0.545,,,,0.44,0.04,0.04,0.0156,0.0016,0.0016,,0.71,0.05,0.05,7756.0,35.0,35.0,,,"LSPM J0135+1445, WD 0132+145"
nu Oph b,Confirmed,22.206,,,22.206,,,,,,530.21,0.1,0.1,1.79,,,0.124,0.003,0.003,,,,0.038462,2004,2019-04-02,9.93,1.49,1.49,2452034.2,6.6,6.6,,,,,,,,,,,,,,,,,,,288.26,1.0,1.0,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,nu Oph,269.7583333,-9.7736111,3.33,,,,,46.8,1.8,1.8,0.13,0.05,0.05,3.04,0.06,0.06,15.1,1.0,1.0,K0III,,,,4928.0,25.0,25.0,,,
nu Oph c,Confirmed,24.662,,,24.662,,,,,,3184.83,5.93,5.93,5.931,,,0.18,0.006,0.006,,,,0.125641,2010,2019-04-02,8.27,1.98,1.98,2453038.0,38.0,38.0,,,,,,,,,,,,,,,,,,,177.78,1.3,1.3,,,,,,,,,,Announced on a professional conference,Radial Velocity,Radial Velocity,,,,nu Oph,269.7583333,-9.7736111,3.33,,,,,46.8,1.8,1.8,0.13,0.05,0.05,3.04,0.06,0.06,15.1,1.0,1.0,K0III,,,,4928.0,25.0,25.0,,,
ome Ser b,Confirmed,1.7,,,1.7,,,,,,277.02,0.51,0.51,1.1,,,0.106,0.069,0.069,,,,,2013,2014-05-25,132.0,52.0,52.0,2450022.0,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,ome Ser,237.575,2.1964,5.21,,,,,80.6,4.7,4.7,-0.24,0.02,0.02,2.17,0.29,0.29,12.3,0.82,0.82,G8 III,,,,4770.0,10.0,10.0,,,
omi CrB b,Confirmed,1.5,,,1.5,,,,,,187.3,54.0,54.0,0.83,,,0.191,0.085,0.085,,,,,2012,2012-09-07,79.0,36.0,36.0,2452211.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,omi CrB,230.035661628,29.616208025,5.51,,,,,84.0,5.2,5.2,-0.29,0.03,0.03,2.13,0.01,0.01,10.4,0.7,0.7,K0III,,,,4749.0,20.0,20.0,,,
